3000,107898,13416,4099.282156229019
6000,108830,13467,4227.550961017609
9000,109426,13499,4057.3575809001923
12000,109713,13509,4136.922190666199
15000,110334,13544,4221.130776166916
18000,110489,13553,4064.805321455002
21000,110738,13564,4299.43902182579
24000,110912,13569,4220.862422704697
27000,111032,13572,4388.74514746666
30000,111142,13573,4187.6672270298
33000,111204,13573,4319.551490545273
36000,111298,13580,4329.695600032806
39000,111379,13586,4398.12016248703
42000,111439,13587,4246.438680171967
45000,111595,13589,4214.826525211334
48000,111645,13589,3949.8122749328613
51000,111716,13594,4213.7422568798065
54000,111763,13599,4191.054480314255
57000,111777,13599,4157.354483604431
60000,111836,13599,4198.262747764587
